"store_id","store_name","account_type","banner_id","banner_name","account_id","account_name","street","postalcode","province","region","city","location_type","latitude","longitude"
2451,"10 Seventeen - Belle River",Independent,767,"10 Seventeen",543,"10 Seventeen","571 Notre Dame St",N0R 1A0,Ontario,West,Belle River,Rural,42.29342,-82.70938
145,"1922 Cannabis",Independent,933,"1922",788,"1922","120 Sherbourne St",M5A 2R4,Ontario,Toronto,Toronto,Urban,43.65396,-79.36948
3751,"1 Stop Cannabis",Independent,893,"1 Stop Cannabis",242,"1 Stop Cannabis","36 Norfolk St S",N3Y 2V9,Ontario,West,Simcoe,Urban,42.836456,-80.30403
4973,"228 CANNABIS STORE",Independent,2163,"228 CANNABIS STORE",1715,"228 CANNABIS STORE","12 Chase McEachern Way",L4M 1A1,Ontario,GTA,Barrie,Urban,44.388897,-79.68964
146,"41 Cannabis Co.",Independent,757,"41 Cannabis Co.",1514,"41 Cannabis Co.","12278 Hwy 41",K0H 2G0,Ontario,East,Northbrook,Rural,44.734528,-77.15982
2331,"4k Cannabis - Ajax",Independent,2254,"4k Cannabis - Ajax",863,"4k Cannabis - Ajax","75 Bayly Street West",L1S 7L7,Ontario,GTA,Ajax,Urban,43.843353,-79.02064
5035,"6420 Cannabis",Independent,2179,"6420",811,"6420","64 Erie Ave #6420",N3S 2E8,Ontario,West,Brantford,Urban,43.132668,-80.259735
5315,"6ix Cannabis - Flowertown Brampton",Independent,1459,"6ix Cannabis ",1161,"6ix Cannabis ","4 Flowertown Avenue",L6X 2J9,Ontario,GTA,Brampton,Urban,43.68219,-79.77991
3545,"6ix Cannabis - North Park Brampton",Independent,1459,"6ix Cannabis ",1161,"6ix Cannabis ","2120 North Park Dr Unit 26",L6S0C9,Ontario,GTA,Brampton,Urban,43.7503,-79.72597
3174,"710 Kingston - Midland Ave",Independent,813,"710 Kingston",1502,"710 Kingston","1057 Midland Ave",K7P2X8,Ontario,East,Kingston,Urban,44.26115,-76.57452
5166,"7th Heaven Cannabis - East York",Independent,1308,"7th Heaven Cannabis ",116,"7th Heaven Cannabis ","1064 Coxwell Ave East",M4C 3G5,Ontario,Toronto,Toronto,Urban,43.697212,-79.32959
3191,"7th Heaven Cannabis - Scarborough",Independent,1308,"7th Heaven Cannabis ",116,"7th Heaven Cannabis ","114 Markham Rd",M1M2Z7,Ontario,Toronto,Scarborough,Urban,43.740894,-79.21792
1708,Above The Clouds,Independent,1190,Above The Clouds,793,Above The Clouds,"1126 The Queensway",M8Z 1P7,Ontario,Toronto,Etobicoke,Urban,43.62284,-79.51917
3646,Above The Clouds Cannabis,Independent,1190,Above The Clouds,793,Above The Clouds,"259 Scarlett Rd",M6N4K9,Ontario,Toronto,York,Urban,43.677395,-79.505936
5204,Aces Cannabis,Independent,2283,Aces Cannabis,414,Aces Cannabis,"389 County Rd 17",K6A 2R2,Ontario,East,Hawkesbury,Urban,45.58831,-74.58644
1086,Adoreweed - Kitchener,Independent,541,Adoreweed,539,Adoreweed,"277 Lancaster St W",N2H 4V2,Ontario,West,Kitchener,Urban,43.46812,-80.48457
2370,Affx Cannabis,Independent,857,Affx Cannabis,324,Affx Cannabis,"919 Upper Paradise Rd Unit 5",L9B ZM9,Ontario,GTA,Hamilton,Urban,43.21779,-79.91826
4881,AFFX CANNABIS,Independent,857,Affx Cannabis,324,Affx Cannabis,"263 Upper Centennial Pkwy #3",L8J,Ontario,GTA,Hamilton,Urban,43.19089,-79.769455
4998,A High Class Joint - Cobden,Independent,831,A High Class Joint,424,A High Class Joint,"10 Pembroke St",K0J 1K0,Ontario,East,Cobden,Rural,45.62634,-76.87725
2367,A High Class Joint - Renfrew,Independent,831,A High Class Joint,424,A High Class Joint,"910 O'Brien Road",K7V0B4,Ontario,East,Renfrew,Urban,45.477448,-76.65599
2484,Alexandria's Joint,Independent,2370,Alexandria's Joint,833,Alexandria's Joint,"431 Main Street South",K0C 1A0,Ontario,East,Alexandria,Rural,45.300102,-74.62788
2622,Alphabud Cannabis Company,Independent,911,"Alphabud Cannabis Company, Abcco.",806,"Alphabud Cannabis Company, Abcco.","1186 Woodbine Avenue",M4C 4E2,Ontario,Toronto,East York,Urban,43.69152,-79.31554
4756,Alphabud Cannabis Company (Sherbourne),Independent,911,"Alphabud Cannabis Company, Abcco.",806,"Alphabud Cannabis Company, Abcco.","114 Sherbourne St",M5A 2R2,Ontario,Toronto,Old Toronto,Urban,43.653595,-79.36946
2621,Alpha Cannabis,Independent,901,Alpha Cannabis,1394,Alpha Cannabis,"118 Wellington St E",L4G 1J1,Ontario,GTA,Aurora,Urban,44.00148,-79.46091
5039,Altered Nation Cannabis,Independent,2180,Altered Nation Cannabis,603,Altered Nation Cannabis,"218 Broadway",L9W 1K3,Ontario,GTA,Orangeville,Urban,43.918804,-80.09841
2625,Arnprior Cannabis,Key Account,461,Paradise Cannabis,422,Paradise Cannabis,"8 Elgin Street West",K7S 1N3,Ontario,East,Arnprior,Urban,45.43286,-76.35375
2623,Aroma Cannabis Emporium,Independent,850,Ambrosia,1265,Ambrosia,"1605 Queen St W Unit 1",M6R 1A9,Ontario,Toronto,Toronto,Urban,43.63887,-79.44404
3515,Ashario - Aurora,Multi-Unit,474,Ashario,345,Ashario,"15114 Yonge St",L4G1M2,Ontario,GTA,Aurora,Urban,43.996235,-79.46701
3384,Ashario - North York,Multi-Unit,474,Ashario,345,Ashario,"1111 A Finch Ave W Unit 1",M3J2E5,Ontario,Toronto,North York,Urban,43.766014,-79.47392
5555,Ashario - Thornton,Multi-Unit,474,Ashario,345,Ashario,"239 Barrie St",L0L 2N0,Ontario,GTA,Thornton,Rural,44.27066,-79.72226
218,Ashario - Yonge St.,Multi-Unit,474,Ashario,345,Ashario,"6464 Yonge St Unit 187",M2M 3X4,Ontario,Toronto,North York,Urban,43.79611,-79.41975
2627,Athena Cannabis,Independent,890,Athena Cannabis,645,Athena Cannabis,"782 Eagleson Road",K2M 1H8,Ontario,East,Kanata,Urban,45.28373,-75.86591
3124,Atlas Cannabis Club,Independent,1169,Atlas Cannabis Inc.,1548,Atlas Cannabis Inc.,"78 Bridge St",L3Z3H2,Ontario,GTA,Bradford,Urban,44.11503,-79.55468
3172,Baker And Blazer Cannabis Co.,Independent,1309,Baker And Blazer Cannabis Co.,1102,Baker And Blazer Cannabis Co.,"1881 Steeles Ave W Suite 9",M3H5Y4,Ontario,Toronto,North York,Urban,43.78664,-79.46844
71,Bancroft Cannabis,Key Account,461,Paradise Cannabis,422,Paradise Cannabis,"7 Station Street",K0L 1C0,Ontario,East,Bancroft,Rural,45.05941,-77.85591
2629,Barttowa Tree,Independent,912,Barttowa Tree,604,Barttowa Tree,"1081 Barton St E",L8L 3E2,Ontario,GTA,Hamilton,Urban,43.2517,-79.81641
3503,Baths Bud N Boutique,Independent,1451,Baths Bud N Boutique,733,Baths Bud N Boutique,"220 Main St Unit 6",K0H1G0,Ontario,East,Bath,Rural,44.17912,-76.77974
482,Baybud Cannabis,Key Account,461,Paradise Cannabis,422,Paradise Cannabis,"48 Bay Street",K0J 1B0,Ontario,East,Barry'S Bay,Rural,45.48668,-77.6794
3210,Bean Cannabis Shop Thunder Bay,Multi-Unit,98,BEAN CANNABIS SHOP,1118,BEAN CANNABIS SHOP,"160 Waterloo St N Unit 3",P7C6A8,Ontario,North,Thunder Bay,Urban,48.38612,-89.26086
4568,Beaverton cannabis - 280 Mara Rd,Independent,2038,Beaverton cannabis,840,Beaverton cannabis,"280 Mara Rd",L0K 1A0,Ontario,GTA,Beaverton,Rural,44.43056,-79.15503
5693,Beaverton cannabis - Bradford,Independent,2038,Beaverton cannabis,840,Beaverton cannabis,"23 Holland Street East",L3Z 0J1,Ontario,GTA,Bradford West Gwillimbury,Urban,44.114567,-79.56407
5528,Beaverton cannabis - Georgina,Independent,2038,Beaverton cannabis,840,Beaverton cannabis,"287 The Queensway South unit A",L4P 2B4,Ontario,GTA,Georgina,Urban,44.22449,-79.464294
3571,Benkz Budz ,Independent,1466,Benkz Budz ,330,Benkz Budz ,"699 Wilkins St Unit 17",N6C5C8,Ontario,West,London,Urban,42.950733,-81.231316
2632,Bent Bud,Independent,935,Bent Bud,1162,Bent Bud,"39268 Combermere Road",K0J 1L0,Ontario,East,Combermere,Rural,45.36356,-77.62291
257,Best Buds Forever - Collingwood,Independent,450,Best Buds Forever,29,Best Buds Forever,"1-191 Hurontario St",L9Y 2M1,Ontario,GTA,Collingwood,Urban,44.49822,-80.216
2633,Best Budz - Brantford,Independent,450,Best Buds Forever,29,Best Buds Forever,"140 West St",N3T 3G3,Ontario,West,Brantford,Urban,43.14545,-80.2658
2994,Best Cannabis,Independent,1293,Best Cannabis,706,Best Cannabis,"68 Wellington Street",L1A 4H7,Ontario,GTA,Port Hope,Urban,43.96712,-78.28823
3658,Bigfoot'S Cannabis Inc.,Independent,1483,Bigfoot'S Cannabis Inc.,481,Bigfoot'S Cannabis Inc.,"2 Queen St W Unit 3",L0L1P0,Ontario,GTA,Elmvale,Rural,44.583614,-79.86646
3492,Big River Cannabis - Bourget,Independent,929,Big River Cannabis,65,Big River Cannabis,"2115 Laval St",K0A 1E0,Ontario,East,Bourget,Rural,45.43368,-75.16366
1941,Big River Cannabis - Calabogie,Independent,929,Big River Cannabis,65,Big River Cannabis,"4983 Calabogie Road",K0J 1H0,Ontario,East,Calabogie,Rural,45.29891,-76.72957
3291,Big River Cannabis - Laurier,Independent,929,Big River Cannabis,65,Big River Cannabis,"2613 Laurier St",K4K 1K6,Ontario,East,Rockland,Urban,45.54359,-75.29805
2637,Blackstar Cannabis,Independent,769,Blackstar Cannabis,1068,Blackstar Cannabis,"666 Burnhamthorpe Rd Unit C",M9C 2Z4,Ontario,Toronto,Toronto,Urban,43.64206,-79.57756
5367,Blair's Cannabis,Independent,2307,Blair's Cannabis,1595,Blair's Cannabis,"194 King Street West",L9H 1V4,Ontario,GTA,Hamilton,Urban,43.267265,-79.96227
5177,Blaze Cannabis - Brampton,Independent,887,Blaze Cannabis,986,Blaze Cannabis,"227 Vodden St E unit 15",L6V 1N2,Ontario,GTA,Brampton,Urban,43.703426,-79.75707
3615,Blazeco Cannabis,Independent,1472,Blazeco Cannabis,479,Blazeco Cannabis,"231 Ambridge Drive",P0K 1G0,Ontario,North,Iroquois Falls,Rural,48.759495,-80.68543
5785,Bluebird Cannabis 1356 Clyde Ave,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"1356 Clyde Avenue Unit 16B",K2C 3Z4,Ontario,East,Ottawa,Urban,45.36271,-75.741
5383,Bluebird Cannabis 203.5 Queen Street,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"203 Queen Street",K1P 5C9,Ontario,East,Ottawa,Urban,45.420864,-75.70055
98,Bluebird Cannabis - Almonte,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"14 Mill Street",K0A 1A0,Ontario,East,Almonte,Rural,45.22499,-76.19798
455,Bluebird Cannabis Co. - Terry Fox,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"499 Terry Fox Drive",K2T 0A3,Ontario,East,Kanata,Urban,45.31007,-75.92216
3248,Bluebird Cannabis Co - Winchester,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"507 St Lawrence St Lower Level",K0C2K0,Ontario,East,Winchester,Rural,45.09272,-75.35329
3689,Bluebird Cannabis Express - Hawthorne,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"3500 Hawthorne Rd C",K1G 3W9,Ontario,East,Ottawa,Urban,45.374428,-75.597855
2996,Bluebird Cannabis - Gladstone Ave,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"502 Gladstone Avenue",K1R 5P1,Ontario,East,Ottawa,Urban,45.41014,-75.698135
2364,Bluebird Cannabis - Manotick,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"5530 Manotick Main Street",K4M 1B3,Ontario,East,Ottawa,Urban,45.22554,-75.68552
2365,Bluebird March Road,Multi-Unit,871,Bluebird Cannabis Co.,566,Bluebird Cannabis Co.,"806 March Road",K2W 0C9,Ontario,East,Kanata,Urban,45.35564,-75.93233
3641,Blue Haven Cannabis,Independent,1477,Blue Haven Cannabis,244,Blue Haven Cannabis,"990 River Rd Unit 8",K4M1B9,Ontario,East,Manotick,Urban,45.233814,-75.67737
3512,Blue Sage Cannabis,Independent,1453,Blue Sage Cannabis,207,Blue Sage Cannabis,"835 King St E",L8M1B1,Ontario,GTA,Hamilton,Urban,43.25155,-79.84172
3495,Bob'S Bud Emporium (Elgin Centre),Independent,926,Bobs Bud Emporium,932,Bobs Bud Emporium,"417 Wellington St Unit 141",N5R5J5,Ontario,West,St Thomas,Urban,42.776226,-81.16042
457,Bob's Bud Emporium - St. Thomas,Independent,926,Bobs Bud Emporium,932,Bobs Bud Emporium,"483 Talbot St",N5P 1C3,Ontario,West,St. Thomas,Urban,42.77914,-81.19429
3213,Bodega Boyz - Georgetown,Independent,1313,Bodega Boyz,665,Bodega Boyz,"68-78 Main St N Unit 2 & 3",L7G 3H5,Ontario,GTA,Georgetown,Urban,43.654427,-79.934074
3542,Bongbaba Cannabis Culture,Independent,1260,Bongbaba Cannabis Culture,677,Bongbaba Cannabis Culture,"1685 Main St W Suite 80",L8S1G5,Ontario,GTA,Hamilton,Urban,43.256824,-79.93453
2643,Borderland Cannabis,Independent,812,Borderland Cannabis,1401,Borderland Cannabis,"401 Mowat Avenue",P9A 1Y7,Ontario,North,Fort Frances,Urban,48.609066,-93.398834
454,Brant Cannabis Co. - Brantford,Independent,818,Brant Cannabis Co.,952,Brant Cannabis Co.,"168 Charing Cross",N3R 2J4,Ontario,West,Brantford,Urban,43.15744,-80.2607
3293,Breaking Bud Cannabis - Eglington Ave,Independent,1236,Breaking Bud Cannabis,796,Breaking Bud Cannabis,"2683 Eglinton Ave E",M1K2S2,Ontario,Toronto,Scarborough,Urban,43.735794,-79.25002
3400,Breaking Bud Cannabis - Markham Rd,Independent,1236,Breaking Bud Cannabis,796,Breaking Bud Cannabis,"685w Markham Rd",M1H2A4,Ontario,Toronto,Scarborough,Urban,43.761982,-79.225105
3609,Bro Cannabis Inc.,Independent,1471,Bro Cannabis Inc.,256,Bro Cannabis Inc.,"2596 Front Rd Unit 1",N9J2C8,Ontario,West,Lasalle,Urban,42.21218,-83.09958
460,Bud Bank Inc. - Chatham-Kent,Independent,788,Bud Bank Inc.,628,Bud Bank Inc.,"445 Richmond St",N7M 1R2,Ontario,West,Chatham-Kent,Urban,42.39239,-82.19728
4988,Budbar Express,Independent,2170,Budbar Express,642,Budbar Express,"380 Wilson Ave",M3H 1S9,Ontario,Toronto,North York,Urban,43.7365,-79.43997
1687,Budders - Acton,Independent,533,Budders Cannabis,644,Budders Cannabis,"372 Queen Street East",L7J 2Y5,Ontario,GTA,Acton,Urban,43.638046,-80.02727
5259,Budders - Mississauga,Independent,533,Budders Cannabis,644,Budders Cannabis,"1212 Dundas St W d",L5C 1E2,Ontario,GTA,Mississauga,Urban,43.554432,-79.64553
130,Budders - Toronto,Independent,533,Budders Cannabis,644,Budders Cannabis,"3466 Dundas St W",M6S 2P3,Ontario,Toronto,Toronto,Urban,43.66588,-79.48752
1585,Buddies Cannabis - Waterloo,Independent,1153,Buddies Cannabis,967,Buddies Cannabis,"25 University Avenue East",N2J 2V9,Ontario,West,Waterloo,Urban,43.4765,-80.52319
14,Budget Bud - Oshawa,Independent,1183,Budget Bud,1155,Budget Bud,"650 King Street East",L1H 1G5,Ontario,GTA,Oshawa,Urban,43.90392,-78.84064
5521,BudHub Cannabis,Independent,2357,BudHub Cannabis,1688,BudHub Cannabis,"6 Dixon Road 1",M9P 2K9,Ontario,Toronto,Toronto,Urban,43.70147,-79.52825
4907,Buds4Less - Alliston,Multi-Unit,622,Retro Cannabis Co,1211,Retro Cannabis Co,"23 Young St",L9R 1B5,Ontario,GTA,Alliston,Urban,44.148705,-79.87894
2429,Buds4Less - Barrie,Multi-Unit,622,Retro Cannabis Co,1211,Retro Cannabis Co,"145 Mapleview Drive West",L4N 9H7,Ontario,GTA,Barrie,Urban,44.332035,-79.69919
5346,Buds4Less - Midland,Multi-Unit,622,Retro Cannabis Co,1211,Retro Cannabis Co,"727 William Street unit 5",L4R 4Y5,Ontario,GTA,Midland,Urban,44.74205,-79.86214
3496,Buds4Less - Niagara Falls,Multi-Unit,622,Retro Cannabis Co,1211,Retro Cannabis Co,"7500 Lundy'S Lane Unit C14-E",L2H 1G8,Ontario,GTA,Niagara Falls,Urban,43.08851,-79.11964
3484,Buds4Less - Orillia,Multi-Unit,622,Retro Cannabis Co,1211,Retro Cannabis Co,"64 Mississaga St W Suite 1",L3V3A8,Ontario,GTA,Orillia,Urban,44.607594,-79.42197
4916,Buds4Less - Owen Sound,Multi-Unit,622,Retro Cannabis Co,1211,Retro Cannabis Co,"2125 16th St E h3",N4K 0E2,Ontario,West,Owen Sound,Urban,44.57377,-80.90591
4917,Buds4Less - Yonge St,Multi-Unit,622,Retro Cannabis Co,1211,Retro Cannabis Co,"489 Yonge St #2",L4N 4E1,Ontario,GTA,Barrie,Urban,44.362415,-79.656746
2171,Bud's Cannabis - Guelph,Multi-Unit,479,Bud'S Cannabis,1051,Bud'S Cannabis,"4B-370 Stone Rd W",N1G 4V9,Ontario,West,Guelph,Urban,43.5171,-80.23541
3543,Bud'S Cannabis Store - Baldwin,Multi-Unit,479,Bud'S Cannabis,1051,Bud'S Cannabis,"23721 Highway 48 Suite 7",L0E1A0,Ontario,GTA,Baldwin,Rural,44.24572,-79.3369
3050,Bud'S Cannabis Store - Milton,Multi-Unit,479,Bud'S Cannabis,1051,Bud'S Cannabis,"300 Main St E",L9T1P3,Ontario,GTA,Milton,Urban,43.515053,-79.880905
3594,Buds House - Barrie,Multi-Unit,1230,Buds House,384,Buds House,"201 Hurst Dr Unit 6",L4N8K8,Ontario,GTA,Barrie,Urban,44.365574,-79.64996
5338,Buds House - Hamilton,Multi-Unit,1230,Buds House,384,Buds House,"10 Mallard Trail 6",L0R 2H1,Ontario,GTA,Hamilton,Rural,43.344017,-79.87796
5011,Buds House - Lakeshore,Multi-Unit,1230,Buds House,384,Buds House,"5291 Lakeshore Rd. #3",L7L 1C7,Ontario,GTA,Burlington,Urban,43.366814,-79.73414
2569,Budside - Danforth,Independent,939,Budside,140,Budside,"2430 Danforth Ave",M4C 1K9,Ontario,Toronto,Toronto,Urban,43.68781,-79.30471
5003,Budside - Weston,Independent,939,Budside,140,Budside,"2191 Weston Rd",M9N 1X9,Ontario,Toronto,York,Urban,43.70358,-79.5261
3310,Buds Smoke - Brampton,Key Account,1167,Budsmoke,883,Budsmoke,"170 Davenfield Cir",L6P4L9,Ontario,GTA,Brampton,Urban,43.77407,-79.65968
4993,BUDSSMOKE - Callander,Key Account,1167,Budsmoke,883,Budsmoke,"6 Main St S #4",P0H 1H0,Ontario,North,Callander,Rural,46.22242,-79.36459
182,Buds Smoke Cannabis - Burlington,Key Account,1167,Budsmoke,883,Budsmoke,"2017 Lakeshore Rd",L7R 1A1,Ontario,GTA,Burlington,Urban,43.32484,-79.79559
4942,BUDSSMOKE - Deep River,Key Account,1167,Budsmoke,883,Budsmoke,"27 Champlain St",K0J 1P0,Ontario,East,Deep River,Rural,46.10105,-77.48853
3763,Budssmoke - Mattawa,Key Account,1167,Budsmoke,883,Budsmoke,"298 Main St A",P0H 1V0,Ontario,North,Mattawa,Rural,46.318066,-78.70653
3534,Budssmoke - North Bay,Key Account,1167,Budsmoke,883,Budsmoke,"1236 Algonquin Ave Unit B",P1B4Y2,Ontario,North,North Bay,Urban,46.32703,-79.4658
5131,BUDSSMOKE - Pickering,Key Account,1167,Budsmoke,883,Budsmoke,"893 Bayly St 6",L1W 3P6,Ontario,GTA,Pickering,Urban,43.820297,-79.10621
5350,BUDSSMOKE - Powassan,Key Account,1167,Budsmoke,883,Budsmoke,"518 Main Street",P0H 1Z0,Ontario,North,Powassan,Rural,46.080383,-79.36034
1792,Buds Smoke - St Catharine's,Key Account,1167,Budsmoke,883,Budsmoke,"186 Lake Street",L2R 5Y9,Ontario,GTA,St. Catharines,Urban,43.16997,-79.25068
3501,Budssmoke - Sundridge,Key Account,1167,Budsmoke,883,Budsmoke,"10425 Hwy 124 Unit B",P0A1Z0,Ontario,North,Sundridge,Rural,45.773052,-79.389404
4994,BUDSSMOKE - Thorne,Key Account,1167,Budsmoke,883,Budsmoke,"211 King St Unit 2",P0H 2J0,Ontario,North,Thorne,Rural,46.649685,-79.08835
2570,Budtimez - Barrie,Independent,950,Budtimez,37,Budtimez,"165 Wellington St W Suite 2A",L4N 1L7,Ontario,GTA,Barrie,Urban,44.38716,-79.70638
3351,Budtimez - Midhurst,Independent,950,Budtimez,37,Budtimez,"1179 Bayfield St N",L9X0N5,Ontario,GTA,Midhurst,Urban,44.438725,-79.73268
5612,Budtimez - Orillia,Independent,950,Budtimez,37,Budtimez,"190 Memorial Avenue Unit C",L3V 5X6,Ontario,GTA,Orillia,Urban,44.598354,-79.42419
3441,Bud Xpress,Independent,1430,Bud Xpress ,1582,Bud Xpress ,"963 King St E",L8M1C3,Ontario,GTA,Hamilton,Urban,43.251446,-79.835846
4982,Budzrus Lucknow,Independent,2168,Budzrus Lucknow,143,Budzrus Lucknow,"638 Campbell St",N0G 2H0,Ontario,West,Lucknow,Rural,43.961376,-81.51689
1780,Burlington Cannabis Co.,Independent,1227,Burlington Cannabis Co.,1599,Burlington Cannabis Co.,"2025 Upper Midle Rd Unit 24",L7P 4M8,Ontario,GTA,Burlington,Urban,43.36663,-79.82191
5015,Buzzed Buds - Mississauga,Multi-Unit,755,Buzzed Buds,245,Buzzed Buds,"1375 Southdown Rd #6",L5J 2Z1,Ontario,GTA,Clarkson,Urban,43.51875,-79.63927
3287,Buzzed Buds - Ottawa,Multi-Unit,755,Buzzed Buds,245,Buzzed Buds,"179 George St Unit 101",K1N1J8,Ontario,East,Ottawa,Urban,45.429012,-75.68782
27,Buzzed Buds - Pickering,Multi-Unit,755,Buzzed Buds,245,Buzzed Buds,"1278 Kingston Road",L1V 1B7,Ontario,GTA,Pickering,Urban,43.83564,-79.09167
2572,Buzzed Buds - Uxbridge,Multi-Unit,755,Buzzed Buds,245,Buzzed Buds,"2 Brock St W Units 3 & 3A",L9P 1P2,Ontario,GTA,Uxbridge,Urban,44.10953,-79.12088
3719,Buzzed Buds - Yonge St,Multi-Unit,755,Buzzed Buds,245,Buzzed Buds,"3080 Yonge St E",M4N 3N1,Ontario,Toronto,Toronto,Urban,43.72536,-79.402466
3364,Bytown Budzz,Independent,1194,Natural Mystic Cannabis & CBD,1058,Natural Mystic Cannabis & CBD,"373 Somerset St W",K2P0K1,Ontario,East,Ottawa,Urban,45.415363,-75.69681
3263,Cabbage Brothers Cannabis Store,Multi-Unit,442,Cabbage Brothers,948,Cabbage Brothers,"830 Upper James St Unit 3 & 4 ",L9C 3A4,Ontario,GTA,Hamilton,Urban,43.22833,-79.88252
2123,Cabbage Brothers - Dundas,Multi-Unit,442,Cabbage Brothers,948,Cabbage Brothers,"51 Cootes Dr.",L9H 1B5,Ontario,GTA,Dundas,Urban,43.26581,-79.94547
224,Cabbage Brothers - Locke St,Multi-Unit,442,Cabbage Brothers,948,Cabbage Brothers,"192 Locke St S",L8P 4B4,Ontario,GTA,Hamilton,Urban,43.25511,-79.88594
225,Cabbage Brothers - Stoney Creek,Multi-Unit,442,Cabbage Brothers,948,Cabbage Brothers,"483 Highway 8",L8G 5B9,Ontario,GTA,Stoney Creek,Urban,43.216618,-79.71631
1273,Cabin Cannabis,Independent,1081,Cabin Cannabis,379,Cabin Cannabis,"688 Bloor Street West",M6G 1L2,Ontario,Toronto,Toronto,Urban,43.66406,-79.41699
5478,Canacron,Independent,2342,Canacron,1546,Canacron,"1151 Dundas Street West unit no.24",L5C 1C6,Ontario,GTA,Mississauga,Urban,43.557564,-79.645424
2573,Canaculture Cannabis Store,Independent,763,Canaculture Cannabis Store,709,Canaculture Cannabis Store,"914 Eglinton Ave W",M6C 2C2,Ontario,Toronto,Toronto,Urban,43.70063,-79.42805
462,Canada Buds - Burlington,Independent,765,Canada Buds,1547,Canada Buds,"1860 Appleby Line",L7L 7H7,Ontario,GTA,Burlington,Urban,43.3911,-79.7882
3537,Canada Buds - St. Catharines,Independent,765,Canada Buds,1547,Canada Buds,"595 Carlton St Unit 28",L2M4Y2,Ontario,GTA,St. Catharines,Urban,43.187553,-79.20687
5387,Canal Cannabis - Port Colborne,Independent,2315,Canal Cannabis,804,Canal Cannabis,"240 West Street",L3K 4E3,Ontario,GTA,Port Colborne,Urban,42.886124,-79.25016
5102,CanDream Cannabis,Independent,2207,CanDream Cannabis,920,CanDream Cannabis,"557 Downie St",N5A 1Y5,Ontario,West,Stratford,Urban,43.360035,-80.97597
463,Canja - Guelph,Independent,771,Canja,495,Canja,"83 Surrey Street East",N1H 3P7,Ontario,West,Guelph,Urban,43.54373,-80.24397
3211,Cannabis 151,Independent,1317,Cannabis 151,569,Cannabis 151,"188 The Queensway",M8Y1J3,Ontario,Toronto,Etobicoke,Urban,43.63023,-79.486404
5739,Cannabis 151,Independent,1317,Cannabis 151,569,Cannabis 151,"156 The Queensway 1b",M8Y 1J2,Ontario,Toronto,Etobicoke,Urban,43.630558,-79.48483
2665,Cannabis 228,Independent,791,Cannabis 228,696,Cannabis 228,"28 Raglan Street North",K7V 1N6,Ontario,East,Renfrew,Urban,45.475094,-76.68831
464,Cannabis Bazaar - Gananoque,Independent,795,Cannabis Bazaar,50,Cannabis Bazaar,"210 King St E",K7G 1G5,Ontario,East,Gananoque,Urban,44.32848,-76.16427
2666,Cannabis Bazaar - Kingston,Independent,793,Cannabis Bazaaar,354,Cannabis Bazaaar,"1126 Sydenham Road",K7M 3M1,Ontario,East,Kingston,Urban,44.272312,-76.54405
4964,Cannabis Camel,Independent,2159,Cannabis Camel,1069,Cannabis Camel,"66 Overlea Blvd unit 11",M4H 1C4,Ontario,Toronto,East York,Urban,43.708214,-79.34261
2649,Cannabis Cannabis - Stratford,Independent,797,Cannabis Cannabis,512,Cannabis Cannabis,"90 Wellington St",N5A 2L2,Ontario,West,Stratford,Urban,43.369144,-80.98353
3153,Cannabis & Co.,Independent,1179,Cannabis & Co.,1121,Cannabis & Co.,"92 Wolfe St Suite 3a",L1H3T6,Ontario,GTA,Oshawa,Urban,43.87733,-78.84662
2650,Cannabis Cove - Wasaga Beach,Independent,799,Cannabis Cave,1188,Cannabis Cave,"113 Main St",L9Z 2K9,Ontario,GTA,Wasaga Beach,Urban,44.52284,-80.01418
3770,Cannabis Cupboard - Beamsville,Multi-Unit,807,Cannabis Cupboard,1504,Cannabis Cupboard,"4506 Ontario St",L0R 1B5,Ontario,GTA,Beamsville,Rural,43.17612,-79.47729
4147,Cannabis Cupboard - Brantford,Multi-Unit,807,Cannabis Cupboard,1504,Cannabis Cupboard,"264 King George Rd d",N3R 5L5,Ontario,West,Brantford,Urban,43.178513,-80.27924
1087,Cannabis Cupboard - Cambridge,Multi-Unit,807,Cannabis Cupboard,1504,Cannabis Cupboard,"215 Beverly St",N1R 3Z8,Ontario,West,Cambridge,Urban,43.370056,-80.30287
3120,Cannabis Cupboard - Hamilton,Multi-Unit,807,Cannabis Cupboard,1504,Cannabis Cupboard,"410 Upper Sherman Ave",L8V3L3,Ontario,GTA,Hamilton,Urban,43.237003,-79.84554
5551,Cannabis Cupboard - Niagara Falls,Multi-Unit,807,Cannabis Cupboard,1504,Cannabis Cupboard,"6095 Dunn Street 1",L2G 2P3,Ontario,GTA,Niagara Falls,Urban,43.079063,-79.095085
